N,P,K,temperature,humidity,ph,rainfall,label
52.0,48.95,45.17,31.26,90.41,6.15,146.67,papaya
38.61,61.6,61.18,29.71,91.55,5.69,136.58,papaya
55.04,64.14,50.39,36.37,100.0,7.38,132.15,papaya
38.29,56.26,45.27,35.05,88.86,6.67,159.36,papaya
49.09,52.48,55.87,28.06,91.42,6.68,142.92,papaya
51.34,63.37,49.82,32.6,91.18,6.46,158.35,papaya
44.73,65.03,50.09,32.14,94.26,6.41,155.36,papaya
51.6,54.93,52.64,35.34,95.87,7.09,152.43,papaya
40.88,76.24,42.98,36.55,93.69,6.23,140.11,papaya
49.27,68.24,46.43,32.91,85.39,7.39,121.19,papaya
52.52,58.39,49.51,36.13,97.41,6.8,155.7,papaya
52.53,66.22,47.69,36.93,95.73,7.13,129.4,papaya
48.55,60.78,43.15,38.48,92.36,6.81,131.06,papaya
39.28,54.87,51.1,35.72,92.89,6.84,135.86,papaya
53.87,69.48,53.52,36.13,93.28,6.1,121.71,papaya
53.54,59.02,52.2,38.73,94.58,7.2,144.49,papaya
43.44,58.69,45.98,38.37,94.77,6.91,167.32,papaya
33.74,63.22,43.45,33.68,91.46,6.96,147.16,papaya
60.66,54.89,53.55,34.19,87.49,6.33,139.6,papaya
58.8,62.35,44.16,33.28,98.45,6.74,136.05,papaya
53.83,64.44,47.72,35.21,91.41,6.99,145.99,papaya
53.76,53.79,45.89,36.54,92.16,6.81,136.47,papaya
57.09,54.85,49.32,36.06,95.92,6.49,181.79,papaya
52.41,51.8,51.85,32.55,93.7,6.68,144.09,papaya
42.61,66.03,44.22,30.37,93.5,7.34,135.55,papaya
55.51,66.61,54.07,32.77,89.13,5.82,137.34,papaya
59.32,51.23,53.5,30.85,92.72,6.98,129.41,papaya
51.26,56.19,53.53,34.41,92.57,7.32,155.85,papaya
44.38,58.5,49.62,33.94,99.97,6.85,101.88,papaya
45.56,45.57,48.35,27.74,89.79,6.09,150.28,papaya
49.9,61.22,49.48,29.52,93.94,7.47,150.78,papaya
46.49,49.1,45.46,35.06,95.62,6.8,158.6,papaya
55.56,62.65,46.71,34.22,89.85,6.71,149.22,papaya
63.33,49.93,52.41,38.14,94.68,7.03,154.35,papaya
60.29,51.49,43.07,33.68,85.92,7.19,167.01,papaya
46.43,56.5,49.64,33.86,92.78,6.92,139.15,papaya
57.45,62.22,46.97,37.71,88.33,6.66,161.94,papaya
44.12,61.27,52.72,31.12,92.18,6.64,131.57,papaya
68.31,53.76,55.02,32.52,89.14,6.74,155.58,papaya
57.26,70.04,64.73,34.45,90.41,6.88,137.28,papaya
57.31,50.02,61.84,36.27,87.35,6.42,158.92,papaya
59.31,50.19,53.57,27.86,92.13,7.14,131.57,papaya
37.84,60.12,46.98,35.59,89.74,6.39,102.18,papaya
51.26,57.97,44.06,34.28,95.48,6.61,147.96,papaya
52.09,50.67,60.28,32.29,94.37,7.01,139.81,papaya
54.75,60.82,42.91,32.7,90.56,6.52,116.52,papaya
58.91,70.31,54.89,37.51,91.37,6.45,127.03,papaya
55.05,60.69,49.61,37.59,93.61,6.36,128.98,papaya
55.36,66.39,52.76,39.39,97.31,6.88,125.83,papaya
39.42,56.39,53.77,39.18,93.65,7.17,137.69,papaya
54.88,64.86,40.1,32.46,95.25,6.81,118.67,papaya
30.46,56.54,49.64,31.05,92.83,6.9,156.01,papaya
31.05,49.9,48.48,35.42,93.87,6.89,134.93,papaya
47.28,54.0,53.84,30.94,94.95,6.78,141.7,papaya
44.65,49.61,46.76,32.71,85.29,6.62,161.09,papaya
54.44,55.63,50.23,32.03,92.85,7.32,161.97,papaya
54.07,55.65,53.75,28.64,91.64,6.93,157.41,papaya
55.26,61.16,49.02,35.31,89.54,6.36,143.83,papaya
51.29,46.32,52.28,36.02,92.17,7.65,128.94,papaya
47.01,56.33,49.62,32.71,88.18,6.48,140.65,papaya
59.73,74.52,56.68,31.37,90.31,6.64,178.29,papaya
48.58,49.81,47.49,35.97,94.47,6.62,156.27,papaya
31.71,59.83,54.3,31.2,89.89,5.95,174.4,papaya
44.14,60.79,53.02,38.24,91.94,6.48,146.06,papaya
60.17,57.91,45.23,29.08,88.74,7.05,136.19,papaya
45.04,54.09,50.43,32.98,91.58,7.24,173.36,papaya
37.02,61.39,46.12,32.96,93.33,6.61,147.21,papaya
55.28,61.16,46.77,31.81,88.08,6.36,181.84,papaya
43.56,50.75,51.6,33.37,91.81,7.26,153.58,papaya
45.66,56.13,47.49,36.32,91.48,5.98,141.63,papaya
37.6,74.39,45.17,33.21,93.17,6.58,136.8,papaya
53.27,69.78,53.84,38.14,89.26,6.83,145.7,papaya
52.71,68.73,48.9,32.48,94.0,5.99,137.86,papaya
48.83,52.66,55.29,30.51,91.99,6.82,169.67,papaya
49.82,65.65,53.5,34.07,89.13,6.13,144.73,papaya
45.56,65.53,53.73,33.15,88.93,6.9,122.24,papaya
43.83,52.24,49.31,37.21,92.38,6.52,112.09,papaya
54.32,53.64,50.59,32.64,94.91,6.64,141.42,papaya
53.79,73.85,54.44,33.43,92.41,6.49,123.6,papaya
45.48,53.69,53.27,30.49,96.4,7.0,143.01,papaya
49.9,55.2,51.35,36.96,90.29,6.09,156.66,papaya
52.49,51.26,46.33,31.12,90.23,6.57,137.27,papaya
44.69,53.79,48.86,34.2,91.45,7.16,152.76,papaya
37.17,62.77,53.03,32.4,87.91,6.7,142.45,papaya
40.93,48.94,49.56,33.0,91.15,6.67,120.54,papaya
46.42,62.83,48.25,28.68,90.98,6.27,147.94,papaya
52.45,47.49,53.8,30.36,97.08,6.68,117.67,papaya
40.76,61.54,48.04,33.41,97.24,6.42,143.8,papaya
61.26,60.99,41.97,35.22,88.91,7.26,126.14,papaya
73.66,69.37,46.02,33.76,94.66,7.01,151.45,papaya
29.41,16.41,29.13,26.71,97.38,6.05,182.98,coconut
26.67,8.7,31.84,27.84,99.81,5.29,214.63,coconut
22.35,18.86,37.3,28.52,96.0,6.0,163.61,coconut
21.73,14.04,30.42,22.73,96.09,5.85,167.29,coconut
23.22,11.17,38.32,27.19,94.36,5.51,176.3,coconut
30.22,21.04,34.02,28.49,93.72,5.32,170.67,coconut
20.48,21.1,31.84,30.62,98.39,5.72,130.82,coconut
30.21,22.34,25.14,30.42,95.95,5.96,216.07,coconut
29.97,19.51,32.49,28.63,93.6,5.88,153.14,coconut
19.9,15.43,28.06,27.67,93.83,6.1,135.14,coconut
21.22,17.43,29.36,27.06,90.04,6.04,191.89,coconut
24.86,21.05,31.41,28.36,95.27,6.18,136.27,coconut
16.54,23.25,20.76,27.12,98.32,5.86,165.57,coconut
22.68,15.49,30.72,26.03,98.13,6.47,172.37,coconut
13.58,14.8,29.86,28.41,91.78,5.59,188.47,coconut
27.53,14.41,25.27,33.97,97.15,5.79,197.43,coconut
21.15,20.37,31.24,27.58,94.46,5.32,224.15,coconut
16.25,11.46,29.75,25.48,94.64,6.18,200.58,coconut
26.79,15.68,30.8,28.22,89.53,6.13,139.27,coconut
34.14,15.28,29.86,25.86,92.91,6.81,199.21,coconut
12.6,22.92,35.37,26.84,95.72,5.89,225.01,coconut
17.12,17.48,28.89,24.53,100.0,5.43,181.2,coconut
11.46,15.3,32.29,25.75,96.56,5.79,204.7,coconut
30.07,14.55,30.91,27.77,96.66,5.91,180.46,coconut
20.44,17.36,35.79,28.69,96.9,6.19,171.85,coconut
23.81,12.56,35.68,21.83,94.54,6.36,141.6,coconut
24.3,14.18,29.12,29.29,95.39,5.09,151.29,coconut
27.75,18.7,37.59,30.77,93.77,6.9,176.31,coconut
16.12,14.37,21.57,30.61,99.58,5.49,170.0,coconut
22.47,13.06,23.58,26.98,93.84,5.74,181.27,coconut
30.48,15.69,31.28,28.85,96.46,5.65,178.11,coconut
25.19,12.39,35.65,30.26,92.63,5.98,191.76,coconut
18.63,18.83,31.25,24.46,96.18,5.46,199.18,coconut
17.87,16.25,36.09,28.39,91.56,5.49,160.72,coconut
24.27,18.33,27.23,25.07,95.64,5.83,229.63,coconut
22.12,24.16,25.92,24.25,91.44,6.38,219.6,coconut
17.21,15.06,25.92,23.78,96.96,5.99,175.96,coconut
13.5,23.46,28.59,28.47,90.44,5.82,182.98,coconut
23.86,17.52,32.58,25.14,95.39,5.95,181.49,coconut
22.33,11.81,25.33,22.97,97.25,6.23,196.79,coconut
23.74,8.37,26.49,27.74,95.21,5.81,184.92,coconut
21.97,17.38,28.04,29.36,93.51,5.37,156.43,coconut
19.81,20.88,30.43,27.03,91.05,6.21,159.4,coconut
21.3,22.82,32.64,24.14,89.49,5.87,145.38,coconut
25.79,17.07,31.26,25.99,100.0,7.04,168.74,coconut
24.02,17.29,29.56,25.74,91.55,5.45,185.83,coconut
18.78,6.59,32.38,27.32,98.84,6.05,138.73,coconut
8.52,14.02,28.1,29.29,94.77,6.35,142.58,coconut
27.69,19.78,22.53,30.05,95.08,6.06,154.08,coconut
29.55,12.16,33.93,29.04,91.88,6.69,181.49,coconut
25.82,10.79,39.07,24.95,97.87,5.5,160.23,coconut
26.63,21.01,25.51,29.58,97.93,5.52,215.67,coconut
13.16,14.4,32.52,25.69,95.59,6.0,171.02,coconut
26.89,15.99,31.53,29.69,97.17,6.21,146.97,coconut
25.05,13.39,25.47,27.26,92.09,6.22,196.06,coconut
10.48,13.59,24.76,26.47,96.17,5.8,160.96,coconut
29.7,7.68,35.55,26.31,94.57,5.69,214.27,coconut
14.51,16.95,32.71,24.18,92.04,5.84,153.53,coconut
17.01,15.5,33.2,26.71,98.04,5.5,144.4,coconut
33.46,14.27,25.36,23.92,98.03,5.76,169.36,coconut
20.94,20.95,29.88,32.09,95.2,6.32,195.83,coconut
21.68,14.55,31.93,28.42,93.08,5.97,206.61,coconut
34.32,20.32,38.05,26.14,96.91,6.44,153.29,coconut
18.99,23.85,26.7,24.72,99.38,6.38,186.5,coconut
21.63,15.15,31.73,30.56,95.52,6.77,153.25,coconut
21.78,15.41,26.26,27.09,96.05,6.11,229.96,coconut
24.69,21.5,30.86,30.76,100.0,6.11,150.88,coconut
18.61,18.03,32.43,28.8,96.18,5.9,159.8,coconut
24.31,24.32,34.68,28.47,97.89,5.75,162.99,coconut
17.41,16.4,28.91,29.82,93.37,5.58,224.26,coconut
19.19,17.51,32.41,25.13,98.51,6.15,214.66,coconut
17.82,17.3,30.76,27.93,90.44,5.94,140.04,coconut
24.05,8.39,23.19,29.04,93.16,5.5,207.47,coconut
23.87,20.39,29.94,32.76,92.99,6.6,174.17,coconut
11.97,18.83,31.86,25.3,92.03,5.89,184.44,coconut
7.08,21.11,28.62,24.74,97.62,5.89,206.1,coconut
24.53,16.89,29.99,28.37,93.56,5.56,190.95,coconut
21.03,17.03,34.96,27.17,94.85,5.66,186.47,coconut
24.0,20.5,28.28,26.48,97.18,6.0,153.04,coconut
29.74,10.11,33.74,24.87,100.0,5.28,204.51,coconut
21.41,15.43,31.34,28.66,92.09,5.57,191.94,coconut
11.66,14.56,42.76,25.46,98.24,5.67,188.43,coconut
25.83,21.42,29.8,31.38,93.03,5.99,181.83,coconut
15.17,15.76,31.25,26.54,100.0,5.56,205.19,coconut
27.04,16.84,27.14,25.86,93.25,5.19,150.61,coconut
13.01,22.28,33.07,28.97,96.57,5.97,212.22,coconut
18.24,17.33,33.59,24.76,100.0,5.91,179.25,coconut
29.44,20.56,30.75,27.66,90.29,5.68,188.63,coconut
24.56,21.78,30.12,24.63,97.97,6.47,198.16,coconut
20.92,21.08,44.32,27.63,90.86,5.67,191.34,coconut
12.27,17.58,32.12,30.47,98.73,6.25,121.63,coconut
27.43,19.72,31.62,23.94,92.47,5.43,125.32,coconut
21.88,13.71,41.1,27.06,98.68,5.27,162.45,coconut
22.48,13.27,28.91,26.96,94.1,6.64,185.16,coconut
24.78,19.06,33.05,27.23,93.84,5.97,204.62,coconut
28.66,15.94,33.67,27.01,94.9,5.71,171.16,coconut
29.95,17.27,31.14,24.51,93.87,5.8,154.97,coconut
22.03,15.18,30.92,27.64,91.93,5.74,177.63,coconut
29.01,17.93,27.95,28.2,99.92,6.27,189.39,coconut
26.25,22.66,34.9,28.53,98.01,5.47,138.14,coconut
119.69,46.68,17.42,25.96,70.49,6.63,74.58,cotton
98.16,56.66,14.16,22.43,84.34,7.22,67.1,cotton
125.99,48.23,28.93,24.91,79.09,6.47,71.47,cotton
107.89,55.8,19.67,25.31,87.37,5.72,95.75,cotton
118.46,49.25,16.29,22.01,82.24,8.09,92.44,cotton
132.99,44.86,17.2,21.95,77.36,5.87,71.7,cotton
111.08,44.97,20.13,24.81,79.73,6.61,56.84,cotton
110.9,39.39,21.46,26.17,84.49,7.28,78.8,cotton
111.54,40.97,13.57,26.38,78.93,6.28,70.48,cotton
107.4,46.5,23.87,23.03,68.54,6.81,78.53,cotton
115.1,41.81,20.47,24.07,79.68,7.11,75.24,cotton
111.96,55.86,21.84,25.97,85.93,7.16,91.54,cotton
98.85,47.63,18.87,28.09,84.44,6.58,84.87,cotton
119.81,49.38,15.52,24.8,78.66,7.04,71.71,cotton
110.78,54.42,15.39,21.46,79.54,6.51,69.78,cotton
119.06,35.66,15.57,29.04,82.1,6.53,85.42,cotton
124.61,53.16,19.09,26.34,69.61,6.37,82.37,cotton
121.76,39.82,20.64,22.34,78.42,7.41,91.31,cotton
105.84,38.8,17.96,23.83,76.51,7.42,84.57,cotton
122.67,37.33,24.27,16.85,83.97,7.37,75.21,cotton
133.07,45.76,19.85,24.75,95.73,7.57,88.81,cotton
106.85,47.21,16.35,25.96,80.5,6.34,81.37,cotton
107.61,47.26,16.16,23.97,83.55,6.87,75.71,cotton
120.24,51.08,15.17,24.55,86.39,7.19,81.09,cotton
125.48,49.37,22.61,18.84,72.03,7.4,62.34,cotton
122.62,43.74,15.62,24.77,80.81,7.96,72.9,cotton
135.08,48.67,16.96,25.9,82.63,6.92,83.6,cotton
110.64,40.42,22.64,23.34,79.4,7.04,83.58,cotton
100.65,55.2,20.08,23.39,81.95,7.02,89.6,cotton
124.26,51.22,25.0,26.11,79.0,6.34,100.41,cotton
114.95,42.89,12.65,24.75,80.54,6.14,85.84,cotton
111.82,65.03,17.32,22.81,75.43,7.54,75.93,cotton
109.1,51.15,14.08,25.46,88.71,7.18,88.05,cotton
128.24,58.17,24.44,25.0,84.32,6.46,89.72,cotton
105.73,43.63,7.27,24.9,76.58,7.46,85.08,cotton
131.29,38.61,23.75,29.16,83.62,7.3,82.44,cotton
111.5,51.53,13.58,22.86,70.94,6.55,88.1,cotton
123.86,46.56,20.28,19.19,77.94,6.56,72.49,cotton
124.99,40.18,17.18,18.68,78.33,6.36,81.35,cotton
106.39,46.93,19.02,28.08,82.29,5.98,65.22,cotton
118.46,39.69,7.73,27.27,83.4,7.16,73.11,cotton
122.93,41.27,20.42,21.6,87.38,6.11,95.19,cotton
118.27,42.77,20.27,25.73,86.63,7.06,69.71,cotton
118.47,58.92,24.99,26.17,83.78,7.25,94.31,cotton
112.32,36.71,19.88,21.86,74.52,6.54,110.22,cotton
119.43,48.73,14.71,19.29,75.7,7.62,84.41,cotton
124.98,51.37,17.23,27.37,76.64,7.6,85.71,cotton
96.33,40.96,12.46,26.81,79.68,5.79,84.91,cotton
111.35,35.81,26.31,24.17,78.33,6.7,62.24,cotton
102.15,55.19,17.7,23.96,69.58,6.24,87.72,cotton
122.33,58.47,24.97,23.32,82.16,6.74,105.06,cotton
131.59,47.39,20.4,27.51,82.7,7.68,54.08,cotton
123.33,42.59,26.63,27.77,79.96,7.67,101.8,cotton
118.69,63.5,19.47,23.36,84.13,6.72,81.42,cotton
134.71,46.33,12.82,24.82,76.32,7.33,88.75,cotton
135.46,52.55,23.96,22.23,83.82,7.88,72.14,cotton
139.4,42.35,16.19,24.64,83.38,7.36,68.86,cotton
123.01,41.4,13.64,21.58,76.05,7.16,94.23,cotton
100.12,48.66,14.89,25.47,76.69,6.37,90.0,cotton
110.76,43.99,10.72,26.27,83.9,6.9,62.07,cotton
132.31,41.54,17.79,29.68,76.28,7.27,87.15,cotton
122.48,48.17,21.11,24.58,79.54,7.66,64.65,cotton
130.06,51.96,22.39,26.69,79.34,5.97,79.53,cotton
105.91,41.08,14.63,22.71,76.82,5.71,88.8,cotton
144.44,50.44,18.79,23.76,77.7,6.95,79.96,cotton
107.71,57.98,13.65,25.7,79.29,7.85,84.49,cotton
113.48,44.47,19.76,21.04,75.97,6.01,69.32,cotton
118.93,48.3,11.68,23.56,82.62,6.82,72.79,cotton
112.85,42.41,17.05,24.33,91.34,6.53,76.58,cotton
117.18,41.39,23.99,17.97,77.14,7.31,76.87,cotton
107.95,49.29,23.23,24.43,75.79,7.13,75.58,cotton
126.74,56.58,9.18,24.18,71.12,8.12,74.78,cotton
126.76,45.95,16.39,21.59,87.73,7.38,103.72,cotton
118.47,48.22,18.53,23.18,74.59,6.94,70.93,cotton
123.1,47.39,20.75,28.09,79.61,7.28,105.02,cotton
133.48,54.27,18.37,24.47,73.21,7.15,83.69,cotton
118.08,53.39,14.77,27.99,84.31,6.86,78.62,cotton
123.57,56.85,20.01,24.26,79.89,7.79,75.97,cotton
117.45,56.44,20.19,26.74,75.24,6.8,98.21,cotton
109.68,45.14,20.63,21.43,77.73,6.96,80.96,cotton
133.16,56.99,16.18,24.18,83.17,7.66,89.02,cotton
121.29,50.87,22.3,21.58,80.76,7.63,77.91,cotton
119.35,44.5,10.34,23.95,81.31,6.64,66.54,cotton
107.23,51.55,27.49,27.36,73.08,7.33,72.44,cotton
110.81,42.97,22.42,26.3,79.31,6.86,85.97,cotton
124.62,54.43,14.46,23.95,74.46,6.87,77.69,cotton
117.24,40.6,13.65,18.66,79.14,6.68,72.29,cotton
133.67,40.18,25.27,27.96,70.05,6.95,75.6,cotton
82.86,36.09,22.7,28.95,84.31,7.06,80.14,cotton
137.99,61.24,17.25,18.9,69.31,7.56,79.84,cotton
120.0,33.67,16.59,23.16,80.84,6.7,67.95,cotton
108.39,54.66,20.58,25.43,75.31,5.42,74.12,cotton
107.4,48.64,32.74,25.64,93.48,7.18,72.84,cotton
121.97,58.66,26.92,22.46,81.07,6.19,90.3,cotton
136.44,46.48,16.93,24.8,81.89,6.94,82.54,cotton
115.71,53.17,22.54,21.44,74.75,6.77,89.24,cotton
119.58,41.7,20.65,23.07,84.2,7.07,76.62,cotton
120.58,55.41,17.32,24.91,79.45,7.11,72.55,cotton
119.12,53.95,15.85,20.58,73.34,6.31,87.54,cotton
100.93,44.11,22.07,24.94,77.87,7.0,81.69,cotton
76.16,45.42,51.18,26.92,92.0,6.5,173.0,jute
65.08,41.23,49.51,23.59,89.2,6.2,153.63,jute
74.99,46.45,44.62,26.03,77.52,6.65,168.32,jute
69.25,40.68,45.14,20.33,87.69,6.56,159.25,jute
85.8,57.3,45.59,26.15,85.03,6.01,164.26,jute
69.29,55.47,38.08,27.01,82.28,6.36,162.96,jute
91.34,41.47,40.62,22.94,78.03,6.68,159.04,jute
68.8,48.9,35.78,22.87,74.9,6.67,193.57,jute
93.47,41.82,50.75,22.39,85.02,6.41,157.28,jute
70.95,46.53,42.9,26.57,74.88,6.3,156.37,jute
77.29,45.43,35.25,25.57,90.91,6.5,166.03,jute
84.0,42.99,43.34,23.1,88.76,6.84,162.3,jute
72.51,43.3,46.86,21.73,76.26,6.48,174.39,jute
75.69,36.46,38.0,24.65,76.46,6.97,193.09,jute
77.62,48.51,29.19,23.85,84.62,6.53,159.95,jute
101.18,59.63,42.34,27.75,68.47,6.38,165.3,jute
76.04,43.47,27.25,25.87,82.32,7.34,158.93,jute
69.7,28.14,38.53,27.15,76.54,7.56,169.57,jute
79.87,37.36,41.44,19.95,83.07,6.99,201.89,jute
68.2,48.02,42.82,26.01,75.27,5.74,181.64,jute
76.88,42.93,43.82,24.79,73.0,5.93,152.12,jute
102.33,51.96,40.94,24.45,78.36,7.17,164.89,jute
84.17,44.46,49.7,26.76,85.83,6.47,195.86,jute
75.27,47.67,48.18,22.29,80.62,6.88,185.1,jute
73.89,61.5,33.53,28.55,85.68,7.46,142.94,jute
69.71,57.34,30.61,20.88,77.16,6.78,206.54,jute
76.55,42.64,41.56,26.07,81.81,6.63,135.6,jute
69.22,56.84,40.94,24.09,85.19,6.25,170.19,jute
79.78,43.81,40.5,24.43,72.6,6.77,148.13,jute
80.06,56.52,38.59,21.97,78.97,6.37,186.59,jute
76.92,58.87,45.81,24.52,83.18,6.54,175.38,jute
74.79,52.27,47.16,26.9,84.21,7.07,185.73,jute
67.01,58.81,49.02,24.32,77.75,6.94,185.72,jute
76.38,38.15,41.53,26.28,83.23,6.84,169.28,jute
88.34,47.36,37.68,24.45,70.87,6.63,188.47,jute
81.8,57.54,38.69,26.12,83.56,7.64,177.6,jute
67.96,52.84,49.33,24.09,83.81,7.19,195.04,jute
79.66,42.01,39.59,26.05,84.14,6.83,167.1,jute
83.95,52.92,41.9,22.81,78.69,7.08,147.04,jute
57.47,57.46,42.56,26.42,74.22,7.0,180.2,jute
62.56,56.87,40.79,23.91,77.71,5.89,186.57,jute
81.02,45.54,46.39,21.44,76.62,6.36,169.12,jute
79.07,49.91,38.27,22.71,88.03,7.66,177.57,jute
70.83,57.23,32.77,24.06,76.12,6.24,169.1,jute
69.76,46.99,40.14,23.35,77.75,6.61,190.9,jute
76.92,52.67,42.93,26.33,86.54,6.25,165.24,jute
96.03,45.1,25.92,24.39,80.27,5.65,201.38,jute
71.26,49.2,38.87,21.68,74.25,6.33,196.41,jute
76.92,43.25,35.33,27.89,86.92,7.17,184.55,jute
81.3,38.39,38.77,23.19,70.47,7.12,160.78,jute
90.36,53.07,42.78,26.43,76.52,7.44,175.56,jute
81.42,42.36,35.34,26.09,80.69,6.38,145.93,jute
65.7,55.27,36.93,24.05,86.85,6.25,160.16,jute
70.71,58.23,49.97,26.78,83.52,6.47,213.65,jute
81.08,52.87,39.47,24.23,87.92,6.92,203.73,jute
80.95,40.96,37.08,25.16,76.47,6.26,198.73,jute
72.95,47.87,41.48,23.43,86.85,6.25,179.93,jute
80.86,46.52,33.52,27.08,83.32,6.43,188.85,jute
82.15,37.94,35.73,27.75,81.15,6.47,157.53,jute
73.25,43.79,35.77,20.55,85.3,7.09,149.23,jute
79.76,40.58,38.69,24.04,77.46,7.5,165.89,jute
70.32,41.56,45.22,20.77,75.79,7.28,179.58,jute
80.32,61.83,41.23,23.13,78.19,6.25,199.82,jute
84.15,54.77,46.06,23.86,74.88,6.68,157.24,jute
80.05,54.82,39.16,25.27,79.13,7.02,161.34,jute
56.44,50.2,44.94,26.02,76.4,6.25,184.59,jute
79.81,46.02,49.11,22.53,88.48,6.71,137.99,jute
76.61,53.62,38.17,21.21,78.78,6.36,184.54,jute
86.13,39.51,36.47,26.79,75.31,6.27,151.13,jute
81.92,49.06,36.58,24.91,87.24,6.31,135.67,jute
82.95,46.13,36.45,26.53,83.8,5.82,161.65,jute
101.58,50.98,43.38,27.83,79.69,7.02,189.06,jute
83.79,44.65,40.86,23.43,79.66,6.23,158.89,jute
75.58,40.29,37.47,24.49,81.61,7.08,165.42,jute
91.75,53.47,42.52,25.28,81.2,7.17,199.17,jute
91.75,47.19,42.77,28.26,76.48,6.57,175.02,jute
87.4,53.31,38.85,21.13,80.83,6.33,144.9,jute
65.76,49.18,46.81,25.0,80.66,7.17,143.81,jute
83.6,46.82,42.83,23.69,75.51,6.76,207.68,jute
87.01,43.35,33.3,20.69,86.18,6.32,168.19,jute
91.61,35.6,47.46,24.27,73.86,6.6,160.25,jute
82.81,42.36,30.44,24.35,72.82,6.78,150.96,jute
73.52,48.18,38.94,25.53,83.0,6.24,173.41,jute
45.1,48.63,38.5,22.44,81.18,7.17,165.18,jute
68.95,48.06,33.32,23.25,85.71,6.72,137.11,jute
60.43,48.03,44.31,20.86,81.85,7.23,212.46,jute
81.71,50.45,29.33,30.15,76.72,6.33,169.6,jute
93.52,62.36,40.63,27.4,79.82,6.28,204.23,jute
72.18,57.65,46.49,26.44,88.74,7.59,171.2,jute
70.31,33.85,51.22,23.8,85.28,6.4,205.47,jute
71.4,38.56,38.96,23.57,82.58,6.68,187.25,jute
75.49,42.24,37.08,30.01,80.73,5.91,164.3,jute
79.37,59.82,45.14,22.6,91.69,6.69,199.63,jute
66.85,30.11,32.96,16.77,90.16,6.79,156.21,jute
82.93,48.23,43.1,27.92,78.15,6.35,191.26,jute
86.42,47.61,50.89,23.81,75.1,6.87,161.2,jute
83.36,41.07,38.0,29.63,77.57,6.38,198.11,jute
67.89,42.05,42.88,27.25,85.7,6.4,186.62,jute
73.74,42.66,46.02,23.53,80.99,6.76,153.28,jute
88.06,50.82,30.07,25.59,75.74,7.14,145.79,jute
97.64,30.51,30.17,27.41,49.79,7.46,168.6,coffee
114.8,33.07,29.84,22.29,55.52,7.44,185.81,coffee
95.0,14.61,28.84,24.78,57.4,7.01,175.62,coffee
111.1,30.93,20.9,24.65,72.72,6.95,165.46,coffee
104.79,30.78,17.98,24.9,58.67,7.31,159.05,coffee
84.73,30.85,25.88,22.46,53.9,7.02,183.28,coffee
106.03,31.86,32.27,25.75,63.08,5.83,160.32,coffee
90.75,34.51,29.16,25.58,49.87,7.21,170.65,coffee
106.77,24.63,26.03,26.06,54.73,6.97,114.88,coffee
96.32,37.68,32.1,25.92,70.81,5.87,141.79,coffee
97.19,32.99,34.28,23.33,64.89,6.64,182.33,coffee
90.87,28.08,27.45,28.14,55.76,6.78,168.24,coffee
106.65,33.13,30.96,24.45,56.8,6.81,163.09,coffee
99.73,28.8,22.31,27.17,59.99,7.2,158.1,coffee
83.82,26.91,28.9,27.36,46.48,6.82,168.37,coffee
94.59,29.07,26.76,23.68,56.45,6.52,171.77,coffee
93.85,24.19,38.74,27.9,47.73,6.49,162.95,coffee
104.44,21.25,35.69,27.56,61.79,7.34,167.15,coffee
105.69,36.49,35.41,23.4,62.7,6.53,168.18,coffee
105.97,21.78,29.29,26.16,56.28,6.93,174.22,coffee
100.89,29.82,36.82,26.68,60.1,6.42,171.52,coffee
104.5,35.12,30.13,20.96,48.7,7.09,146.7,coffee
105.57,29.27,29.07,25.26,53.71,6.79,146.41,coffee
97.48,27.08,28.77,27.81,58.12,7.21,188.86,coffee
109.75,31.37,31.53,27.66,59.44,7.19,170.38,coffee
97.6,33.18,30.36,25.23,56.04,6.87,178.03,coffee
110.09,30.47,32.9,28.68,58.0,6.35,184.12,coffee
95.9,25.25,20.92,26.93,49.17,6.5,169.86,coffee
108.42,25.44,29.23,23.32,55.61,6.91,148.07,coffee
98.76,21.38,35.56,26.78,63.66,7.32,141.6,coffee
97.62,19.23,45.6,25.13,65.13,6.3,178.03,coffee
119.78,28.4,24.85,25.15,45.54,6.78,174.52,coffee
100.84,27.28,32.54,27.01,48.94,6.84,206.82,coffee
87.85,28.27,39.61,28.26,55.82,6.88,158.06,coffee
93.72,28.33,28.5,25.78,54.41,6.29,157.27,coffee
118.35,29.11,28.24,27.39,57.95,7.55,158.02,coffee
108.2,24.93,32.42,26.19,58.56,6.6,145.34,coffee
104.02,31.84,29.26,26.22,58.67,6.84,154.09,coffee
101.38,42.19,31.46,27.11,61.53,6.69,183.98,coffee
98.29,33.98,28.23,23.1,61.09,6.36,168.81,coffee
89.26,27.1,22.74,32.56,48.98,6.8,180.97,coffee
111.56,32.96,28.31,28.88,64.38,6.88,162.91,coffee
98.16,24.15,36.09,28.78,53.6,6.74,155.23,coffee
100.87,29.02,34.63,23.63,53.82,7.29,148.85,coffee
88.57,26.27,28.25,29.39,64.45,7.26,174.5,coffee
110.66,25.26,28.91,23.03,57.64,7.07,160.79,coffee
114.31,22.99,32.4,22.38,59.47,7.1,153.81,coffee
106.71,23.9,21.58,26.89,69.36,6.4,182.54,coffee
101.63,22.02,24.24,25.54,56.47,6.27,124.22,coffee
